# Npc spawns by KID
# Fix by Lamo2k123
# Updated + Fixed by Atomix from http://aion.atomixro.com
# mapid npcid x y z heading

# Boromer
220010000 700095 681.26 1497.03 295.5 0
220010000 700095 680.53 1501.57 295.43 0
220010000 700095 694.53 1522 295.62 0
220010000 700095 714.78 1526.42 294.25 0
220010000 700095 608.17 1455.1 296.28 0
220010000 700095 668.57 1430.12 297.66 0
220010000 700095 742.72 1515.69 292.56 0
220010000 700095 620.57 1423.46 298.5 0
220010000 700095 566.83 1440.42 310.24 0
220010000 700095 512.69 1440.4 317.62 0
220010000 700095 521.43 1451.27 317.62 0
220010000 700095 485.2 1336.55 326.05 0
220010000 700095 469.36 1352.29 331.74 0
# Methu Egg
220010000 700128 683.95 1496.21 295.5 0
# Small Cage
220010000 700041 429.87 2310.87 255.62 0
220010000 700041 413.99 2330.45 259.75 0
220010000 700041 406.14 2332.78 259.88 0
220010000 700041 410.67 2336.53 259.84 0
220010000 700041 433.43 2308.32 255.26 0
220010000 700041 405.29 2341.98 259.75 0
220010000 700041 428.64 2306.67 255.35 0
220010000 700041 430.68 2303.01 255.25 0
220010000 700041 406.14 2336.88 259.87 0
220010000 700041 408.91 2327.99 259.88 0
# Sprigg Grain Sack
220010000 700093 571.565 2072.968 253.75 0
220010000 700093 444.0053 2166.723 249.75 0
220010000 700093 439.1833 2155.33 249.75 0
220010000 700093 438.4673 2215.088 249.75 0
220010000 700093 389.3256 2254.3 251.90 0
220010000 700093 659.1241 2108.305 250.60594 0
220010000 700093 424.5568 2225.351 249.75 0
220010000 700093 649.4291 2104.031 250.3367 0
220010000 700093 587.486 2040.527 256.375 0
220010000 700093 578.8366 2042.953 256.56543 0
220010000 700093 607.79 2058.06 252.92 0
220010000 700093 443.85 2177.683 249.875 0
220010000 700093 383.9675 2232.764 251.875 0
220010000 700093 427.3094 2220.133 259.63332 0
220010000 700093 618.0617 2073.577 252.25386 0
220010000 700093 615.3806 2062.661 252.4561 0
220010000 700093 658.3429 2100.681 250.75 0
# Sticky Mushroom
220010000 700045 1050.41 2164.09 256.4 0
220010000 700045 997.61 2162.81 254.9 0
220010000 700045 950.03 2190.79 257.39 0
220010000 700045 919.17 2239.69 263.9 0
220010000 700045 919.17 2239.69 262.72 0
220010000 700045 950.03 2190.79 256.17 0
220010000 700045 997.61 2162.81 253.79 0
220010000 700045 979.91 2297.8 266.61 0
220010000 700045 1050.41 2164.09 255.05 0
220010000 700045 1057.78 2296.2 257.89 0
# Tombstone
220010000 700047 575.88 1927.38 285.899 0
220010000 700047 558 1897.26 284.3208 0
220010000 700047 568.75 1918.51 284.6571 0
220010000 700047 583.13 1913.26 284.125 0
220010000 700047 564.37 1888.63 285.52792 0
220010000 700047 569.5 1899.51 284.9242 0
220010000 700047 579.88 1903.01 284.2663 0
220010000 700047 586.13 1895.01 283.93192 0
220010000 700047 579.38 1879.14 285.07 0
220010000 700047 568.49 1876.88 285.91 0
220010000 700047 597.13 1880.64 282.52 0
220010000 700047 580.63 1856.88 288.02 0
220010000 700047 569.07 1848.78 292.09 0
220010000 700047 589.13 1875.26 284.68 0
220010000 700047 576.24 1885.75 285.44 0
# Obelisk (aldelleVillage)
220010000 700062 587.59735 2467.2158 279.13333 0
# Obelisk (anturoonSentryPost)
220010000 700063 936.9026 1704.6707 259.9164 30
