# Npc spawns by KID
# Fix by Lamo2k123
# Updated + Fixed by Atomix from http://aion.atomixro.com
# mapid npcid x y z heading

# Poeta

# Obelisk (akarios village)
# Mercenary lvl 9
210010000 203197 846.7831 1215.003 119 0
# Mercenary lvl 2
210010000 203053 1025.321 975.2266 130.46117 12
210010000 203053 1125.042 983.4776 132.04315 43
210010000 203053 1189.881 1169.302 136.6612 72
210010000 203053 1049.111 1208.146 109.578926 79
# Farm worker
210010000 203051 952.61835 1101.5485 108.316864 48
210010000 203051 977.0185 1130.8038 107.95207 12
# Navid
210010000 798360 131 1564 102 12
