# Monster spawns by Darkwolf999.
# Still Some Mobs Missing 
# When I Have More Info I Will Add Them,
# Remember The Spawns Need A Little Rework Later.
# Updated Missing Spawns By DPGuide.
# mapid npcid x z y heading

# Aldelle Basin Sprigg Workers
220010000 210363 227.38347 2816.8843 314.2718 89
220010000 210363 155.54584 2672.9253 304.87393 86
220010000 210363 159.0938 2602.2112 310.84714 35
220010000 210363 473.70557 2886.617 308.95212 45
220010000 210363 413.4554 2838.638 296.19415 12
220010000 210363 300.71866 2564.9084 287.70636 114
220010000 210363 141.62004 2540.4338 308.85126 89
220010000 210363 175.1064 2559.3035 303.05585 99
220010000 210363 576.0552 2863.2039 305.42386 62
220010000 210363 347.57327 2837.9067 305.86588 59
220010000 210363 340.7697 2829.993 306.48022 61
220010000 210363 262.39062 2818.0105 312.32617 86
220010000 210363 312.08405 2532.1208 290.8681 91
220010000 210363 291.3487 2529.3794 288.90707 21
220010000 210363 483.69006 2877.2598 308.75 75
220010000 210363 252.89508 2830.6826 314.61172 85
220010000 210363 212.27264 2526.9502 301.1307 108
220010000 210363 466.86023 2765.4075 289.0908 38
220010000 210363 364.46765 2829.0723 304.25 74
220010000 210363 471.99823 2761.2727 289.5793 7
220010000 210363 237.74965 2812.8582 313.40628 107
220010000 210363 123.74464 2661.923 306.22925 14
220010000 210363 390.54437 2804.1602 296.8399 45
220010000 210363 152.74823 2648.4038 305.25 102
220010000 210363 478.8954 2893.7314 310.43884 114
220010000 210363 316.75616 2550.326 288.375 91
220010000 210363 149.01703 2536.4243 308.50626 89
220010000 210363 418.83353 2822.4575 294.99628 53
220010000 210363 584.1791 2858.7358 302.10318 62
220010000 210363 162.83421 2542.9314 306.61893 60
220010000 210363 185.21048 2544.2317 303.47958 105
220010000 210363 406.09967 2835.725 296.91882 82
220010000 210363 367.48407 2717.702 294.3019 88
220010000 210363 458.9242 2784.1477 288.89346 53
220010000 210363 460.9899 2893.3364 308.8954 100
220010000 210363 267.97165 2582.1094 290.25354 74

# Aldelle Hill Sprigg Fighter
220010000 210727 444.12946 2782.9436 289.86795 47
220010000 210727 459.11276 2776.1846 288.875 109
220010000 210727 232.11623 2818.528 313.86774 10
220010000 210727 236.0535 2824.5994 313.91248 83
220010000 210727 426.31802 2837.1023 296.0 66
220010000 210727 637.7972 2806.8933 295.7113 36
220010000 210727 185.84108 2556.8564 302.19647 89
220010000 210727 593.1347 2863.683 303.375 1
220010000 210727 147.84468 2549.6724 308.97952 98
220010000 210727 357.8768 2828.6558 304.375 81
220010000 210727 634.8507 2814.2524 296.0 97
220010000 210727 466.04135 2874.2676 308.75 4
220010000 210727 349.05453 2720.9644 289.56027 19
220010000 210727 630.96356 2772.2727 295.10797 17
220010000 210727 145.18976 2657.056 305.6013 77
220010000 210727 304.48154 2551.0479 288.25 67
220010000 210727 138.06189 2648.8665 305.875 11
220010000 210727 167.93484 2573.7595 303.5 89

# Aldelle Hill Highland Sparkle
220010000 210646 174.46144 2650.1929 302.31732 111
220010000 210645 639.1638 2865.4546 309.3569 113
220010000 210645 615.4425 2878.2039 313.25174 28
220010000 210645 639.9181 2838.4958 300.3532 11
220010000 210646 399.57147 2808.6646 295.38544 94
220010000 210646 405.59586 2793.4875 293.0862 41
220010000 210646 431.79468 2783.8376 289.6047 114
220010000 210646 405.50098 2753.2756 290.40292 63
220010000 210645 440.81494 2627.6416 280.51553 88
220010000 210645 418.4108 2563.3938 276.3716 44
220010000 210645 462.207 2621.5408 282.2343 74
220010000 210645 589.99896 2557.8381 277.3955 49
220010000 210645 585.1054 2565.7102 277.64313 87
220010000 210645 373.59122 2563.0505 278.27554 17
220010000 210645 447.7352 2601.5742 276.39154 114
220010000 210645 462.084 2601.3306 274.4827 113
220010000 210645 479.0213 2596.6804 271.26865 104
220010000 210645 464.68338 2623.974 282.617 97
220010000 210645 381.18076 2558.115 277.625 4
220010000 210645 446.4206 2632.3337 283.52728 100
220010000 210645 403.57877 2563.9595 277.125 43
220010000 210645 461.10077 2615.7437 280.48868 86
220010000 210645 579.0564 2564.8022 277.50705 106
220010000 210645 465.1402 2583.0515 274.56662 110
220010000 210645 227.89932 2548.3994 298.3001 111
220010000 210645 231.77943 2527.3823 298.1388 111
220010000 210645 116.893234 2673.6748 309.44025 106
220010000 210645 239.05206 2532.796 297.8655 111
220010000 210645 461.08435 2556.7178 273.5325 105
220010000 210645 325.85538 2581.8586 282.85632 11
220010000 210645 208.51712 2526.3975 302.83093 111
220010000 210645 233.80563 2541.242 299.79117 111
220010000 210645 329.62308 2605.1755 277.4928 9
220010000 210645 263.42554 2809.7217 311.3761 69
220010000 210645 244.19547 2525.0396 296.9878 111
220010000 210645 116.4176 2670.4443 308.21667 106
220010000 210645 327.454 2591.4614 280.6899 11
220010000 210645 236.37741 2529.1206 297.64786 111

# Aldelle Hill Hill Sparky
220010000 210649 176.76593 2640.4724 302.91116 94
220010000 210649 440.29196 2716.7285 291.3269 71
220010000 210649 490.7799 2828.434 301.23352 98
220010000 210649 457.1375 2718.1733 289.39667 116
220010000 210649 434.19705 2739.9783 289.76367 50
220010000 210649 445.0892 2618.7925 279.868 42
220010000 210649 563.89075 2530.3386 270.67352 113
220010000 210649 465.99527 2536.3586 273.45517 112
220010000 210649 419.95932 2592.2903 276.56696 72
220010000 210649 531.39795 2601.3977 276.8871 32
220010000 210649 523.1463 2604.7703 276.79294 32
220010000 210649 526.97766 2573.8088 271.0561 32
220010000 210649 544.1709 2533.2676 267.875 55
220010000 210649 439.03598 2615.9539 278.6106 37
220010000 210649 461.56528 2543.5361 273.0 107
220010000 210649 412.17743 2608.277 282.07578 48
220010000 210649 428.07507 2573.8972 275.1139 87
220010000 210649 481.68237 2526.6375 274.4803 44
220010000 210649 479.88083 2551.254 272.50354 68
220010000 210649 405.4165 2613.047 281.59442 37
220010000 210649 388.0871 2562.0005 277.87506 36
220010000 210649 463.72223 2630.231 283.04916 97
220010000 210649 508.90295 2532.8518 270.15564 0
220010000 210649 420.2287 2589.5828 275.97394 34
220010000 210649 431.10193 2571.7405 274.6684 62
220010000 210649 532.12665 2577.4297 270.57352 32
220010000 210649 161.95071 2643.7036 303.88425 112
220010000 210649 152.9331 2601.7334 309.23328 92
220010000 210649 277.23843 2526.8455 290.83997 70
220010000 210649 228.20729 2537.57 298.11108 1
220010000 210649 221.6638 2542.771 298.8069 1
220010000 210649 238.73216 2532.1082 297.80252 94
220010000 210649 159.25864 2618.4587 308.43164 96
220010000 210649 304.4103 2841.159 310.33652 28
220010000 210649 271.08835 2516.7327 293.09305 70
220010000 210649 166.67267 2708.217 303.9157 45
220010000 210649 399.58798 2574.879 278.00034 20
220010000 210649 285.23972 2515.253 290.1717 70
220010000 210649 420.0298 2591.9285 276.36902 88
220010000 210649 335.8201 2583.1316 281.05707 114
220010000 210649 274.65134 2521.913 291.742 70
220010000 210649 394.92728 2560.0254 277.5016 116
220010000 210649 289.29056 2830.285 308.11627 54
220010000 210649 368.80756 2540.7483 286.0037 91
220010000 210649 398.10526 2562.7869 277.4176 116
220010000 210649 410.59354 2595.6968 277.1734 99
220010000 210649 313.72208 2839.712 310.53687 109
220010000 210649 326.83228 2595.6934 279.6706 88
220010000 210649 289.05978 2516.5007 290.6749 19
220010000 210649 422.70502 2588.8008 276.1693 97
220010000 210649 169.38428 2715.784 305.01147 34
220010000 210649 431.2172 2583.0422 275.4673 99
220010000 210649 366.4623 2545.7107 284.71402 91
220010000 210649 339.87656 2750.2642 291.30725 12
220010000 210649 352.1073 2755.5835 294.02087 54
220010000 210649 316.7813 2749.7505 293.6975 111
220010000 210649 329.45825 2773.8816 300.90146 83
220010000 210649 312.62048 2753.9495 293.12265 111

# Aldelle Hill Squzeu Ironfist
220010000 210648 223.71182 2552.766 297.88116 21

# Aldelle Hill Bucktoothed Snuffler
220010000 210365 565.9113 2819.4976 304.47415 11
220010000 210365 577.2901 2817.4712 303.63632 7
220010000 210365 496.28537 2833.773 302.3004 89
220010000 210365 486.02194 2808.0088 297.62885 88
220010000 210365 509.3959 2840.5244 303.53278 10
220010000 210365 500.98154 2825.5703 300.38495 39
220010000 210365 568.61993 2808.556 302.85022 25
220010000 210365 499.62927 2804.117 298.13962 118
220010000 210366 206.17688 2783.5828 310.23102 22
220010000 210366 211.45842 2768.5854 307.26862 1
220010000 210366 194.86035 2766.2024 306.32123 62
220010000 210366 187.09651 2774.3398 307.1979 52
220010000 210365 380.24265 2572.2507 279.92136 50
220010000 210365 386.33698 2572.4358 280.17947 50
220010000 210365 367.8142 2572.7283 279.59097 37
220010000 210365 205.54082 2785.9158 311.0357 42
220010000 210365 339.02246 2616.8376 278.61032 12
220010000 210365 329.27454 2656.105 279.27777 15
220010000 210365 333.40225 2599.023 277.62213 113
220010000 210365 261.95502 2640.525 287.375 14
220010000 210365 260.53574 2641.8176 287.375 14
220010000 210365 196.42664 2777.8225 306.92172 74
220010000 210365 388.5559 2585.5227 277.9811 29
220010000 210365 282.93085 2641.7056 286.77408 118
220010000 210365 184.0763 2715.6316 304.05115 68
220010000 210365 270.3351 2605.4797 287.6424 119
220010000 210365 274.88693 2638.3018 287.7677 118
220010000 210365 168.21864 2700.0269 303.15402 68
220010000 210365 207.85028 2778.2705 308.84964 42
220010000 210365 269.47546 2603.775 287.92947 119
220010000 210365 377.55795 2610.698 277.22824 104
220010000 210365 320.0339 2621.0264 280.18045 43
220010000 210365 368.17294 2556.4556 279.71786 106
220010000 210365 351.16028 2564.9702 279.87057 106
220010000 210365 278.5751 2644.005 286.21252 119
220010000 210365 277.94754 2620.2556 286.43604 86
220010000 210365 380.79858 2570.6182 279.6042 43
220010000 210365 353.45593 2605.4216 277.5349 111
220010000 210365 276.79022 2621.807 287.01624 85
220010000 210365 369.65436 2597.1265 280.0388 104
220010000 210365 330.16135 2602.116 277.59033 115
220010000 210365 379.91855 2665.3386 280.14026 103
220010000 210365 241.60855 2595.1099 297.23926 13
220010000 210365 363.02612 2616.294 277.0 21
220010000 210365 348.36722 2666.1335 278.97705 15
220010000 210365 212.92548 2755.0984 305.2578 86
220010000 210365 358.01968 2559.0679 281.2099 106

# Lake Tunapre Lake Brax
220010000 210370 469.62848 2223.0354 249.75 87
220010000 210370 470.10236 2216.6333 250.07903 73
220010000 210370 487.46127 2162.9915 247.5 32
220010000 210370 615.99365 2231.3489 247.62341 94
220010000 210370 609.3516 2104.93 247.72699 62
220010000 210370 486.79132 2113.5728 247.5 12
220010000 210370 477.03452 2136.1235 247.5 118
220010000 210370 624.18005 2198.8447 247.5 37
220010000 210370 582.0794 2127.7764 247.5 14
220010000 210370 512.71857 2190.4966 247.5 33
220010000 210370 663.89984 2199.8262 248.4549 104
220010000 210370 464.94867 2138.1343 248.40018 14

# Lake Tunapre Lake Calf
220010000 210650 468.37378 2218.0603 250.0 46
220010000 210650 488.42267 2165.077 247.5 107
220010000 210650 514.02673 2189.5479 247.5 31
220010000 210650 462.7138 2139.669 248.52716 2
220010000 210650 622.49695 2198.219 247.5 35
220010000 210650 625.48224 2199.6235 247.5 35
220010000 210650 477.5955 2137.502 247.5 118
220010000 210650 607.62506 2107.4102 247.375 67
220010000 210650 613.8416 2230.1333 247.11667 94
220010000 210650 662.4435 2197.663 247.60953 105
220010000 210650 511.26883 2190.1729 247.4543 33
220010000 210650 476.59305 2134.0083 247.5 4
220010000 210650 485.34164 2115.3074 247.5 1
220010000 210650 583.41595 2126.8552 247.5 13
220010000 210650 488.28067 2111.9866 247.5 12
220010000 210650 617.5855 2232.34 248.00012 94
220010000 210650 606.9293 2103.1863 248.1365 51

# lake sparky
220010000 210373 452.36624 2449.1348 260.80408 20
220010000 210373 449.8369 2444.9958 261.25052 46
220010000 210373 464.2909 2423.5798 264.69547 44
220010000 210373 464.7613 2419.483 264.81216 39

# Lake Tunapre Web Slink
220010000 210374 470.84427 2264.8933 249.7167 50
220010000 210374 461.0097 2229.8335 249.5104 70
220010000 210374 490.1609 2262.162 248.625 107
220010000 210374 488.94333 2245.7737 248.19104 3
220010000 210374 464.19647 2268.2256 250.125 51
220010000 210374 471.43417 2238.6458 248.5 88
220010000 210374 478.6085 2223.2136 248.77223 113
220010000 210375 462.61795 2144.458 248.67276 61
220010000 210375 468.23724 2136.8777 248.09534 91
220010000 210375 470.68854 2148.1665 247.58197 107
220010000 210374 654.90326 2140.3638 248.44278 75
220010000 210374 626.24664 2228.1978 247.76862 96
220010000 210374 682.7142 2181.9688 248.58731 89
220010000 210374 678.7978 2166.794 247.84927 52
220010000 210374 619.7414 2231.898 248.3363 94
220010000 210374 635.2091 2122.6423 247.72672 55
220010000 210374 634.2861 2218.2668 247.67984 88
220010000 210374 675.2298 2191.5776 248.19952 100
220010000 210374 616.8696 2237.1711 247.51921 103
220010000 210374 645.2366 2130.0479 248.80316 77
220010000 210374 670.2667 2198.5342 248.49182 107
220010000 210374 635.57764 2208.5183 248.41481 92

# Lake Tunapre Hulking Pelleru
220010000 210590 575.8234 2250.5461 247.5 2
220010000 210590 512.9382 2226.29 247.25 13
220010000 210590 509.74243 2222.7156 247.375 5
220010000 210590 595.1705 2267.773 250.05405 94
220010000 210590 594.39777 2265.6482 249.39006 104
220010000 210590 591.2565 2227.9053 247.5 115
220010000 210590 579.50885 2188.7153 247.5 70

# Lake Tunapre Black Beak Airon
220010000 210372 521.5674 2196.905 247.5 45
220010000 210372 538.1224 2239.2659 247.5 92
220010000 210372 494.52478 2231.352 247.5 80
220010000 210372 500.40216 2275.7761 247.5 32
220010000 210372 533.16766 2226.2263 247.5 70
220010000 210372 534.7684 2210.4612 247.5 103
220010000 210372 537.4105 2257.6162 247.5 99
220010000 210372 522.8803 2274.5452 247.5 7
220010000 210372 536.5204 2193.9329 247.5 118
220010000 210372 538.6363 2262.2349 247.5 111
220010000 210372 521.21826 2235.4138 247.5 34
220010000 210372 560.74316 2184.136 247.5 113
220010000 210372 529.7896 2173.8845 247.5 22
220010000 210372 531.0326 2197.8489 247.5 27
220010000 210372 599.2673 2229.7078 247.5 112
220010000 210372 518.11304 2192.839 247.5 93
220010000 210372 600.9981 2232.3716 247.47678 106
220010000 210372 501.35782 2137.168 247.5 10
220010000 210372 580.7304 2144.2202 247.5 113
220010000 210372 539.8232 2188.9324 247.5 116
220010000 210372 519.2207 2205.6511 247.5 89
220010000 210372 502.7874 2127.8987 247.5 54
220010000 210372 531.5843 2147.9587 247.5 25
220010000 210372 569.7825 2136.0623 247.5 112
220010000 210372 567.9809 2157.7112 247.5 95
220010000 210372 589.7813 2188.8271 247.5 115
220010000 210372 547.9084 2180.7415 247.5 100
220010000 210372 517.05225 2178.8687 247.5 90
220010000 210372 618.59033 2202.9656 247.5 45
220010000 210372 600.9875 2177.4768 247.5 90
220010000 210372 486.6473 2136.8684 247.5 20
220010000 210372 532.55927 2122.745 247.5 17
220010000 210372 605.5408 2163.3594 247.5 99
220010000 210372 617.1229 2215.7668 247.38957 45
220010000 210372 507.114 2154.1394 247.5 82
220010000 210372 503.7872 2118.6138 247.5 62
220010000 210372 574.5274 2181.6772 247.5 110
220010000 210372 559.50006 2127.141 247.5 1
220010000 210372 489.25137 2127.8447 247.5 36
220010000 210372 508.96313 2124.0625 247.5 62
220010000 210372 497.3429 2118.2715 247.5 52
220010000 210372 527.8265 2163.63 247.5 49

# Lake Tunapre Gooey Sylphen
220010000 210381 743.1666 2169.2139 255.2217 32
220010000 210381 780.86273 2146.1384 258.64447 6
220010000 210381 762.9296 2138.2441 258.22595 73
220010000 210381 757.16376 2167.4429 256.87802 40
220010000 210381 767.1037 2149.007 256.7121 86
220010000 210381 745.28076 2135.307 255.36847 87
220010000 210381 766.996 2171.9033 257.36896 35
220010000 210381 806.5189 2232.2292 269.34256 93
220010000 210381 1175.981 2082.5833 261.01324 76
220010000 210381 883.8188 2255.0518 268.9041 59
220010000 210381 1073.2826 2104.4998 255.59377 64
220010000 210381 1159.7985 2179.501 256.0998 119
220010000 210381 854.7248 2205.4866 268.25568 72
220010000 210381 1053.0098 2097.0842 252.50244 61
220010000 210381 900.4515 2247.6567 266.9424 53
220010000 210381 1149.8918 2187.4702 255.61285 3
220010000 210381 935.65436 2271.868 264.14343 4
220010000 210381 1050.3645 2126.199 253.8453 100
220010000 210381 1193.191 2086.2656 260.5752 67
220010000 210381 1171.8289 2075.276 261.5692 71
220010000 210381 1199.704 2085.632 260.865 68
220010000 210381 1154.1697 2187.7712 255.5143 100

# Lake Tunapre Snapping Sparkle
220010000 210647 697.6658 2165.288 250.47334 28
220010000 210647 697.4964 2175.1843 250.5195 50
220010000 210647 703.99786 2154.2036 250.38759 111
220010000 210647 710.1324 2161.805 250.86673 115
220010000 210647 684.7531 2152.8933 248.5221 81
220010000 210647 637.3042 2110.6707 248.9146 18
220010000 210647 628.24023 2101.7969 249.0127 21
220010000 210647 661.72736 2133.4626 249.85126 20
220010000 210647 647.73395 2124.0571 249.2203 10
220010000 210647 619.73126 2097.505 249.40329 7

# Lake Tunapre Sprigg Gather
220010000 210368 451.21475 2236.328 250.0 12
220010000 210368 443.4544 2149.804 249.88725 77
220010000 210368 453.41818 2215.6545 249.88182 28
220010000 210369 430.04315 2244.1438 251.63489 32
220010000 210369 449.01685 2225.3474 249.66579 102
220010000 210369 451.0342 2172.0642 249.43938 28
220010000 210369 445.85913 2160.0903 249.75 52
220010000 210368 468.61734 2475.68 263.94925 81
220010000 210368 465.15384 2443.701 262.0721 11
220010000 210368 463.80557 2461.8823 261.74265 70

# Lake Tunapre Sprigg Sentry
220010000 210732 434.3842 2218.0928 249.75 21
220010000 210732 440.34976 2234.5298 249.53311 66
220010000 210732 441.8359 2222.6248 249.7212 98
220010000 210731 456.01663 2157.1921 249.67445 7
220010000 210731 444.45935 2171.2341 249.79843 43
220010000 210731 432.02002 2230.7012 249.75 102

# Lake Tunapre Worker Foreman
220010000 210653 391.96707 2248.484 251.875 80
220010000 210653 450.85687 2764.791 288.54944 61
220010000 210653 158.34155 2643.2449 304.4573 114
220010000 210653 257.4364 2811.2693 311.89978 107
220010000 210653 368.43582 2736.6455 290.1119 8
220010000 210653 304.07666 2566.991 287.43805 24

# wanderer sprigg (walking monster Lvl 1)
220010000 210729 326.27075 2813.8508 306.07422 113
220010000 210729 325.6603 2814.987 306.20792 119

# wanderer sprigg (walking monster LvL  2)
220010000 210730 324.87827 2813.5422 306.1665 119
220010000 210730 323.86118 2814.851 306.31186 118

# Munihele Forrest Grove Sparky
220010000 210734 967.76556 2169.0786 251.05759 40
220010000 210734 984.92413 2142.865 256.57047 118
220010000 210734 1008.87866 2159.9084 254.06064 77
220010000 210734 993.12 2161.7617 253.7248 20
220010000 210734 1012.014 2171.9407 254.13025 5
220010000 210734 964.9284 2144.8542 256.11237 91
220010000 210734 1035.5935 2221.754 261.04413 5
220010000 210734 984.03143 2334.4636 266.3369 87
220010000 210734 1023.8045 2222.758 260.15436 3
220010000 210734 1020.4548 2216.4834 259.564 25
220010000 210734 980.7692 2339.2024 266.5926 106
220010000 210734 974.8049 2339.7292 265.44177 107

# Munihele Forrest Hammer Hoof Durin
220010000 210591 1201.5043 2279.1265 262.25842 3
220010000 210591 1180.8918 2279.0493 262.5 67
220010000 210591 1171.0721 2292.822 263.35275 46
220010000 210591 1149.1261 2283.033 259.61334 69
220010000 210591 1185.8435 2290.4517 262.13477 47

# Munihele Forrest Falls Slink
220010000 210654 1019.58923 2041.0579 247.13223 88
220010000 210654 1005.0257 2050.6716 251.00928 37
220010000 210654 976.1918 2033.3975 247.83737 75
220010000 210654 985.78406 2041.7681 250.17752 29
220010000 210654 1014.8023 2048.1917 249.95885 52
220010000 210654 1005.63446 2039.756 247.86728 17
220010000 210654 953.34644 2013.7449 248.30876 85
220010000 210654 947.4062 2002.649 247.28381 87
220010000 210654 1119.2886 2048.8137 251.375 82
220010000 210654 945.99677 1994.9686 247.1248 57
220010000 210654 1110.0249 2041.2499 251.375 45
220010000 210654 1115.6677 2042.5048 251.375 64
220010000 210654 937.0564 1991.9982 247.0 17

# Munihele Forrest Shell Snuffler
220010000 210585 896.2773 2196.2776 266.1076 2
220010000 210585 849.4136 2188.3306 269.54797 54
220010000 210585 888.0258 2180.8286 266.00647 119
220010000 210585 879.5664 2191.756 265.31946 31
220010000 210585 870.63495 2171.1758 267.04562 59
220010000 210585 867.6629 2185.3936 267.09686 82
220010000 210586 884.3354 2205.852 264.88425 44
220010000 210586 873.1035 2208.4512 265.90247 71
220010000 210586 1230.7124 2146.9849 260.9744 7
220010000 210586 1162.3885 2186.3525 256.15155 68
220010000 210586 863.94727 2252.8591 268.2258 114
220010000 210586 1197.6555 2095.919 259.4016 14
220010000 210586 904.6786 2264.4426 269.7375 110
220010000 210586 1226.1875 2195.643 262.67126 109
220010000 210586 1223.8333 2157.3313 261.9897 82
220010000 210586 1171.4589 2079.62 260.571 19
220010000 210586 1038.6633 2230.2854 259.73154 22
220010000 210586 1116.3903 2183.8362 254.36172 44
220010000 210586 1037.2894 2211.9905 261.56998 44

# Munihele Forrest White Foot Daru
220010000 210377 909.38165 2166.7974 261.9768 54
220010000 210377 932.20306 2166.2046 255.3624 96
220010000 210377 939.60693 2197.283 257.716 12
220010000 210378 922.66644 2143.9685 255.875 111
220010000 210378 953.59546 2188.3474 256.125 7
220010000 210378 927.12787 2181.5254 258.44318 89
220010000 210378 843.1518 2251.062 269.10602 79
220010000 210378 804.8918 2219.5974 266.2465 95
220010000 210378 1026.5935 2306.1433 256.19794 6
220010000 210378 1105.8154 2342.6616 261.6596 93
220010000 210378 1164.206 2273.924 259.88788 94
220010000 210378 1097.8315 2358.5642 260.87317 40
220010000 210378 1069.531 2374.124 260.49225 83
220010000 210378 1110.9082 2305.27 259.40808 70
220010000 210378 1107.8517 2271.032 257.55524 114
220010000 210378 1149.938 2155.807 256.99182 116
220010000 210378 1065.4093 2155.5933 255.58502 1
220010000 210378 1093.4706 2330.3125 262.80286 117
220010000 210378 1037.4641 2306.7615 256.2835 98
220010000 210378 1175.2927 2263.3564 260.87103 49
220010000 210378 1115.9335 2189.5503 253.9229 102
220010000 210378 1071.9448 2149.708 254.0138 14
220010000 210378 1178.1804 2152.7751 254.304 8
220010000 210378 1077.1757 2103.8818 255.28085 62
220010000 210378 1096.5559 2264.1343 255.03076 14
220010000 210378 1107.4384 2321.0393 261.20013 17
220010000 210378 1096.1909 2272.8044 256.8619 61
220010000 210378 1104.0673 2147.036 254.45236 87
220010000 210378 1158.6649 2278.4658 259.69568 59
220010000 210378 1062.4791 2157.682 256.07492 1

# Munihele Forrest Cute Ribbit
220010000 203538 952.0441 2274.5288 264.375 100
220010000 203538 935.49976 2287.2786 265.56253 43
220010000 203538 957.3057 2305.9983 263.5489 0

# Munihele Forrest Strange Ribbit
# need right location
220010000 203537 925.5931 2289.4739 266.52542 59

# Anturoon Crossing Half Moon Daru
220010000 210379 949.64087 1965.0758 257.85596 13
220010000 210379 961.1733 1953.3513 260.51727 80
220010000 210379 949.673 1947.4395 256.53394 81
220010000 210379 966.02325 1972.844 260.70016 41
220010000 210379 975.84326 1957.8468 263.09583 32
220010000 210379 934.0461 1964.7422 255.06079 113
220010000 210379 835.3561 1977.5375 258.273 79
220010000 210379 847.45874 1985.2063 261.42462 21
220010000 210379 824.4632 1952.1958 262.7545 28
220010000 210379 841.2922 1994.269 257.96167 10
220010000 210379 821.4397 1951.9321 263.10504 30

# Anturoon Crossing Big Eye Sylphen
220010000 210399 971.85706 1904.7238 258.06906 73
220010000 210399 1016.5225 1888.9263 257.58313 36
220010000 210399 983.31036 1927.0664 257.379 115
220010000 210399 963.47253 1926.786 254.6405 16
220010000 210399 1015.38184 1906.2086 260.42322 22
220010000 210399 992.29346 1904.5044 258.11182 3
220010000 210399 1001.95996 1890.1711 258.6225 95
220010000 212617 886.93396 1892.0968 253.25 112
220010000 212617 881.4551 1953.9989 255.78406 113
220010000 212617 905.3975 2004.941 254.15994 9
220010000 212617 842.0809 1945.6576 261.7512 75
220010000 212617 931.9687 1927.7655 252.32712 111
220010000 212617 832.4754 1936.5621 263.3892 13
220010000 212617 885.30035 1894.9344 253.20627 112
220010000 212617 894.13885 1935.1268 255.52136 107
