# Monster spawns by Atomix from http://aion.atomixro.com
# Mob missing ?
# Remember The Spawns Need A Little Rework Later.
# Thanks to TheOne & Matej for helping me.
# Thanks to Alias for fixing some mobs.
# mapid npcid x y z heading

# Morheim
# Acolyte
220020000 212676 1682.537 1178.842 144.6089 0
220020000 212676 1667.4 1173.012 147 0
220020000 212676 1647.716 1126.769 197.83493 0
220020000 212676 1695.344 1193.557 144.3339 0
220020000 212676 1678.004 1193.903 147 0
220020000 212676 1714.233 1207.542 190.54594 0
220020000 212676 1700.698 1112.503 198 0
220020000 212676 1721.516 1170.043 144.70158 0
220020000 212676 1721.022 1168.828 201 0
220020000 212676 1665.026 1129.981 199 0
220020000 212676 1648.774 1191.05 197 0
220020000 212676 1718.365 1356.647 111.105606 0
220020000 212676 1691.341 1167.019 200 0
220020000 212676 1719.349 1133.223 202 0
220020000 212676 1723.732 1154.4 146 0
220020000 212676 1798.333 1317.687 108 0
220020000 212676 1735.024 1100.161 203 0
220020000 212676 1686.07 1177.656 144.4055 0
220020000 212676 1690.68 1128.777 200 0
220020000 212676 1728.86 1198.122 193.9841 0
220020000 212676 1746.402 1376.004 113.51907 0
220020000 212676 1760.303 1347.981 112.73838 0
220020000 212676 1769.413 1338.907 113.20059 0
220020000 212676 1640.037 1151.182 199 0
220020000 212676 1677.438 1141.922 144.56792 0
220020000 212676 1686.263 1133.828 144.0328 0
220020000 212676 1699.042 1162.796 150 0
220020000 212676 1749.3 1321.632 109 0
220020000 212676 1745.957 1140.965 196 0
220020000 212676 1693.873 1210.89 191.07976 0
220020000 212676 1742.382 1167.391 196 0
220020000 212676 1764.594 1114.658 194.70886 0
# Arkanis Mugolem
220020000 212678 1640.44 1154.602 200 0
220020000 212678 1739.461 1121.708 195 0
220020000 212678 1669.232 1185.705 196 0
220020000 212678 1716.007 1136.716 147 0
220020000 212678 1684.88 1199.077 197 0
220020000 212678 1774.147 1372.518 112 0
220020000 212678 1713.8 1100.344 200 0
220020000 212678 1702.543 1158.618 200 0
220020000 212678 1678.317 1124.245 200 0
220020000 212678 1704.335 1146.725 201 0
220020000 212678 1649.273 1122.767 201 0
220020000 212678 1802.486 1297.115 105 0
# Armed Tayga
220020000 212721 2825 445 259.4375 0
220020000 212721 2792.25 429.25 253.59 0
220020000 212721 2941.83 477.55 306.52 0
220020000 212721 2911.09 543.7 316.74 0
220020000 212721 2939.03 591.21 324.09 0
220020000 212721 2966.76 591.42 330.12 0
220020000 212721 2934.77 740.59 348.25 0
220020000 212721 2953.75 815.75 367.28 0
220020000 212721 2909.09 547.2 316.7 0
220020000 212721 2927.75 508.25 313.56 0
220020000 212721 2816.25 441.25 257.79 0
220020000 212721 2832.8 446.15 261.38 0
220020000 212721 2937.25 491.75 309.24 0
220020000 212721 2912.25 536.75 316.49 0
220020000 212721 2939.25 575.75 323.54 0
220020000 212721 2962.25 581.75 330.48 0
220020000 212721 2931.25 768.25 351.24 0
220020000 212721 2861.73 439.23 273.29 0
220020000 212721 2870.25 438.75 276.74 0
220020000 212721 2930.29 769.17 351.39 0
220020000 212721 2945.46 850.81 367.5 0
# Armor Wing Sparkie
220020000 212388 1024.946 1818.171 223.49211 0
220020000 212388 1026.076 1803.567 222.70392 0
220020000 212388 1092.348 2236.949 215.99057 0
220020000 212388 869.1009 1795.073 249 0
220020000 212388 1017.184 1977.026 219.95244 0
220020000 212388 1078.251 1781.841 221.73851 0
220020000 212388 868.9022 1790.489 249 0
220020000 212388 864.6741 1791.152 249 0
220020000 212388 1058.867 2247.802 215.47057 0
220020000 212388 1053.886 1880.375 219.80907 0
220020000 212388 989.3092 2030.491 232 0
220020000 212388 1033.083 2195.364 222.67513 0
220020000 212388 932.3384 2071.684 227.5 0
220020000 212388 976.4696 2207.511 230 0
220020000 212388 1142.025 1936.393 222 0
220020000 212388 1141.913 1775.485 216 0
220020000 212388 962.6467 1818.779 245 0
220020000 212388 942.2303 2085.007 227.08093 0
220020000 212388 918.1901 1713.823 244.13116 0
220020000 212388 955.3892 1789.16 241.20135 0
220020000 212388 1167.411 1810.067 222.48743 0
220020000 212388 1287.272 1754.129 228 0
220020000 212388 929.1918 2086.024 227.5 0
220020000 212388 1049.529 1738.503 228.67365 0
220020000 212388 1035.578 1713.953 227.46481 0
220020000 212388 1005.525 2048.557 224.93948 0
220020000 212388 1082.568 2183.381 224.93219 0
220020000 212388 1292.229 1774.744 225.35712 0
# Armored Snuffler
220020000 212422 417.0309 617.8418 399.1508 0
220020000 212422 454.1113 805.4067 359.89832 0
220020000 212422 284.8076 654.0375 407.6297 0
220020000 212422 435.5792 898.3163 343.4407 0
220020000 212422 284.9846 661.1613 410 0
220020000 212422 334.7703 972.0255 352.32846 0
220020000 212422 422.4941 616.816 398.82837 0
220020000 212422 263.257 500.7238 434.93216 0
220020000 212422 270.0805 495.4612 432.92258 0
220020000 212422 338.2668 970.421 352.3767 0
220020000 212422 434.777 892.5597 344.99866 0
220020000 212422 423.6008 631.9924 396.30084 0
220020000 212422 462.1335 905.5623 350 0
220020000 212422 453.3091 799.65 361.4244 0
# Armored Tayga
220020000 212722 2567 670 258.1875 0
220020000 212722 2420.7102 508.81512 265.58063 0
220020000 212722 2422.5525 505.54205 265.45956 0
220020000 212722 2415.4846 506.08682 265.75 0
220020000 212722 2416.2634 511.3596 265.83496 0
220020000 212722 2412.864 510.35367 265.9681 0
220020000 212722 2410.7615 505.67087 265.9524 0
220020000 212722 2402.605 518.7205 266.86926 0
220020000 212722 2573.9653 392.63498 214.24568 0
220020000 212722 2561.3472 388.39197 213.1847 0
220020000 212722 2614.3496 396.52716 213.375 0
220020000 212722 2593.7957 424.4835 214.26746 0
220020000 212722 2601.2488 409.41492 213.59882 0
220020000 212722 2594.8982 400.69992 214.56853 0 
220020000 212722 2597.381 406.0838 214.13463 0
220020000 212722 2594.6956 391.62082 214.56325 0
# Arrogant Pecku
220020000 212484 2711.608 1654.631 98.723946 0
220020000 212484 2654.077 1893.543 102.49039 0
220020000 212484 2609.883 1892.558 105.729744 0
220020000 212484 2752.173 1619.749 103.58438 0
220020000 212484 2623.272 1898.454 105.01713 0
220020000 212484 2716.784 1635.431 105.89224 0
220020000 212484 2744.746 1618.869 104.04043 0
220020000 212484 2633.645 1907.843 103.97781 0
220020000 212484 2647.418 1906.868 103.80425 0
220020000 212484 2770.616 1634.903 101.94619 0
220020000 212484 2783.391 1659.232 97.44109 0
220020000 212484 2670.004 1911.663 105.37891 0
220020000 212484 2690.242 1635.953 101.4443 0
220020000 212484 2656.559 1932.334 103.006805 0
220020000 212484 2734.031 1609.658 109.30057 0
220020000 212484 2614.448 1915.473 105.69219 0
220020000 212484 2625.965 1932.95 105.254364 0
220020000 212484 2845.446 1790.178 99.622635 0
220020000 212484 2883.839 1837.02 101.114944 0
220020000 212484 2829.096 1859.92 97.37 0
220020000 212484 2756.983 1647.691 100.3715 0
220020000 212484 2854.302 1841.868 98.893875 0
# Big Wing Vespine
220020000 212507 2376.376 2451.711 110.6322 0
220020000 212507 2434.93 2625.312 106.67276 0
220020000 212507 2399.575 2489.683 105.041626 0
220020000 212507 2411.123 2604.074 110.60962 0
220020000 212507 2367.699 2544.68 111.93631 0
220020000 212507 2343.914 2501.79 113.149475 0
220020000 212507 2368.746 2506.309 109.11679 0
220020000 212507 2438.48 2609.44 105.36499 0
220020000 212507 2418.103 2648.933 114 0
220020000 212507 2457.32 2656.041 109.3273 0
220020000 212507 2394.571 2547.052 108.35144 0
# Black Archana
220020000 212626 281.4047 1473.703 372.7018 0
220020000 212626 261.0182 1483.745 372.925 0
220020000 212626 251.1927 1473.932 375.49838 0
220020000 212626 321.2242 1571.243 368.28677 0
220020000 212626 207.4889 1561.367 375.9849 0
220020000 212626 278.5652 1490.548 372.0874 0
220020000 212626 298.6324 1588.292 365.79678 0
220020000 212626 299.4031 1504.326 372.3687 0
220020000 212626 222.7298 1499.692 375.73325 0
220020000 212626 230.2462 1679.58 355.87683 0
220020000 212626 288.5607 1523.934 371.86777 0
220020000 212626 248.0577 1581.722 370.33624 0
220020000 212626 342.3936 1565.395 367.28644 0
220020000 212626 271.6077 1513.605 371.99454 0
220020000 212626 273.2319 1654.212 355.6054 0
220020000 212626 293.209 1680.882 353.69336 0
220020000 212626 339.7062 1591.366 367.85156 0
220020000 212626 204.1524 1642.894 372.9798 0
220020000 212626 302.7308 1475.274 371.24387 0
220020000 212626 316.093 1600.778 367.09378 0
220020000 212626 289.8118 1566.325 366.36768 0
# Black Mask Spiner
220020000 212442 1244.123 2444.432 259.4923 0
220020000 212442 1401.203 2660.167 2862.69424 0
220020000 212442 1305.996 2700.33 269.79123 0
220020000 212442 1244.683 2894.376 276.52225 0
220020000 212442 1256.552 2583.698 273 0
220020000 212442 1260.995 2350.116 251.76324 0
220020000 212442 1328.869 2846.932 266.94635 0
220020000 212442 1379.053 2855.461 283 0
220020000 212442 1278.432 2830.246 258.32904 0
220020000 212442 1222.473 2355.597 256.04944 0
220020000 212442 1319.03 2571.808 268.45135 0
220020000 212442 1239.063 2607.878 262.81668 0
220020000 212442 1231.126 2797.604 259.303 0
220020000 212442 1281.068 2721.797 267.64172 0
220020000 212442 1320.751 2650.551 269.48212 0
220020000 212442 1310.088 2531.297 270.29944 0
220020000 212442 1285.174 2617.115 259.23486 0
220020000 212442 1232.372 2185.334 229.12512 0
220020000 212442 1410.76 2806.481 290 0
220020000 212442 1399.542 2917.149 277.1812 0
220020000 212442 1201.262 2725.162 256.7197 0
220020000 212442 1273.989 2249.016 235.80669 0
220020000 212442 1445.921 2759.797 285.16125 0
220020000 212442 1225.959 2288.139 242.3965 0
220020000 212442 1293.969 2524.082 265.52438 0
220020000 212442 1291.084 2912.111 262.98932 0
220020000 212442 1292.595 2359.736 249.85965 0
220020000 212442 1382.072 2577.172 267.43674 0
220020000 212442 1359.679 2547.719 267.2546 0
220020000 212442 1417.826 2679.892 286.13284 0
220020000 212442 1374.612 2379.265 274.3954 0
220020000 212442 1359.725 2426.104 281.91357 0
220020000 212442 1243.61 2663.391 266 0
220020000 212442 1326.989 2371.993 266.50195 0
220020000 212442 1329.398 2333.158 245.80923 0
220020000 212442 1289.664 2284.092 243.63922 0
220020000 212442 1231.001 2860.942 270.7462 0
220020000 212442 1339.951 2483.162 266.43002 0
220020000 212442 1403.105 2835.432 287.99463 0
# Black Rock Kalgolem
220020000 212712 1831.541 1192.086 88.39881 0
220020000 212712 1797.07 1218.52 90.94432 0
220020000 212712 1811.83 1171.164 988.9511 0
220020000 212712 1770.181 1216.285 87.75909 0
220020000 212712 1770.868 1190.997 87.70331 0
# Black Stone Kalgolem
220020000 212710 1783.037 1235.377 88.48178 0
220020000 212710 1816.308 1188.593 87.21613 0
220020000 212710 1815 1194 87.4726 0
220020000 212710 1780.313 1178.916 88.366905 0
220020000 212710 1786.702 1173.08 88.02169 0
# Blackscale Basilisk
220020000 211448 1616.635 1228.29 23.125 0
220020000 211448 1590.029 1253.895 25.97557 0
220020000 211448 1629.402 1200.361 23.125 0
220020000 211448 1743.756 1209.137 28 0
220020000 211448 1725.813 1324.489 24.118744 0
220020000 211448 1778.546 1299.286 24 0
# Blacktail Scolopen
220020000 211373 1410.633 1166.921 241.05574 0
220020000 211373 402.0945 1245.418 320 0
220020000 211373 527.3071 1043.259 306.31625 0
220020000 211373 1300.338 1204.869 241.92932 0
220020000 211373 475.7346 1239.214 320 0
220020000 211373 525.3043 1059.431 303.74704 0
220020000 211373 1441.386 1141.559 240.29526 0
220020000 211373 1436.125 1065.449 241.875 0
220020000 211373 529.9474 1045.614 305.98904 0
220020000 211373 462.2082 1241.72 320 0
220020000 211373 1370.23 1050.04 242.63437 0
220020000 211373 1414.193 1079.377 241.91394 0
220020000 211373 387.9551 1312.589 328.3599 0
220020000 211373 1318.805 1226.584 243.68417 0
220020000 211373 418.3272 1305.744 325.72015 0
220020000 211373 546.6223 933.7059 370.1761 0
220020000 211373 227.2381 494.6923 438 0
220020000 211373 207.7373 618.7883 422 0
220020000 211373 482.401 882.9397 370.1761 0
220020000 211373 446.2195 630.8566 395.96017 0
220020000 211373 523.243 927.155 364.99695 0
220020000 211373 330.8539 600.8378 405 0
220020000 211373 177.2987 596.7358 419.0417 0
220020000 211373 490.39 876.77 353.23813 0
220020000 211373 551.0784 934.1405 371.60458 0
220020000 211373 221.0778 505.8658 438 0
220020000 211373 440.7603 640.1647 394.97943 0
220020000 211373 326.3549 603.7029 405 0
# Blackwater Spirit 
220020000 211357 651.0724 1054.669 283 0
220020000 211357 710.8117 1241.855 283 0
220020000 211357 722.8565 1166.778 283 0
220020000 211357 650.9102 1122.223 283 0
220020000 211357 708.0896 1112.342 283 0
220020000 211357 764.0249 1206.254 283 0
220020000 211357 664.752 1236.302 283 0
220020000 211357 647.7884 1153.242 283 0
220020000 211357 787.0388 1158.49 283 0
220020000 211357 683.9904 983.0858 283 0
220020000 211357 690.9504 1049.208 283 0
220020000 211357 629.5764 1201.264 283 0
220020000 211357 617.1764 1161.064 283 0
220020000 211357 725.2736 1174.674 283 0
220020000 211357 698.5651 1248.592 283 0
220020000 211357 755.8701 1121.546 283 0
220020000 211357 678.2342 1092.189 283 0
220020000 211357 712.9458 1019.077 283 0
220020000 211357 681.5482 1188.673 283 0
# Blademaster
220020000 212912 2766.899 2895.8 164.33316 0
220020000 212912 2726.997 2950.325 142.5 0
220020000 212912 2751.082 2865.626 153.745 0
220020000 212912 2649.552 2843.847 141.69716 0
220020000 212912 2927.165 2818.457 208.45276 0
220020000 212912 2895.462 2779.467 206 0
220020000 212912 2819.742 2656.906 197.63762 0
220020000 212912 2859.647 2631.42 203.68585 0
220020000 212912 2925.05 2753.902 206.09663 0
220020000 212912 2811.618 2687.564 194.25 0
220020000 212912 2860.32 2758.407 201.45827 0
220020000 212912 2849.63 2923.276 178.18204 0
# Blazing Obscura
220020000 211386 1826.329 1769.32 201.62524 0
220020000 211386 1717.24 2135.069 248 0
220020000 211386 1531.575 1757.349 218.75824 0
220020000 211386 1732.446 1943.115 213.77744 0
220020000 211386 1684.586 1792.671 204.67058 0
220020000 211386 1501.721 1940.467 212087145 0
220020000 211386 1630.043 1748.494 215 0
220020000 211386 1514.994 1683.436 219 0
220020000 211386 1689.181 1648.071 199.82974 0
220020000 211386 1552.76 1948.475 219 0
220020000 211386 1595.141 1863.637 210 0
220020000 211386 1555.797 2085.511 223 0
220020000 211386 1573.247 1640.128 208 0
220020000 211386 1685.643 1954.699 218.86063 0
220020000 211386 1793.164 1763.87 205 0
220020000 211386 1765.15 2081.31 245.51001 0
220020000 211386 1557.527 1801.152 217.4447 0
220020000 211386 1583.585 1988.004 221 0
220020000 211386 1494.838 2016.241 211 0
220020000 211386 1740.99 2183.86 247 0
220020000 211386 1720.776 1854.352 218 0
220020000 211386 1740.99 2191.29 247 0
220020000 211386 1644.968 1727.717 211.51024 0
# Bluehide Monitor
220020000 211325 1051.83 2063.318 222.44566 0
220020000 211325 953.4828 2104.952 219.71002 0
220020000 211325 1004.71 2179.517 219.92365 0
220020000 211325 1099.479 2159.654 217.61432 0
220020000 211325 1017.668 2184.89 220.96548 0
220020000 211325 1128.205 2099.967 216.39032 0
220020000 211325 1119.301 2174.255 217.48846 0
220020000 211325 1066.812 2046.136 214.92 0
220020000 211325 1111.786 2127.348 217.47325 0
220020000 211325 1135.42 2152.211 218.76295 0
220020000 211325 1120.269 1965.916 215.15231 0
220020000 211325 1094.228 1972.279 215.31161 0
220020000 211325 983.5428 2106.142 221.72517 0
220020000 211325 1061.933 2019.941 217.00938 0
