# Gathering spawns by LIONz.
# When I Have More Info I Will Add Them,
# mapid resourceid x z y heading

#Heiron

#Platinum
210040000 400206 1196.315 182.7069 116 0
210040000 400206 1863.785 909.3958 252 0
210040000 400206 1156.164 150.3884 120 0
210040000 400206 533.3931 695.6284 148 0
210040000 400206 1363.86 607.7787 119 0
210040000 400206 671.4728 714.4231 145 0
210040000 400206 1160.841 331.0782 114 0
210040000 400206 2541.099 669.8015 344 0
210040000 400206 413.8871 838.0738 139 0
210040000 400206 1347.508 210.2863 126 0
210040000 400206 513.9904 466.9043 138 0
210040000 400206 2367.839 349.1065 403 0
210040000 400206 1077.034 231.716 110 0
210040000 400206 1148.771 222.8701 110 0
210040000 400206 1148.124 323.0662 113 0
210040000 400206 2500.343 599.3847 333 0
210040000 400206 2608.435 559.0697 357 0
210040000 400206 1119.251 215.4426 112 0
210040000 400206 2403.309 296.9975 403 0
210040000 400206 1303.949 345.477 124 0
210040000 400206 452.8792 700.0039 142 0
210040000 400206 311.1666 1120.934 114 0
210040000 400206 1144.972 268.1425 111 0
210040000 400206 2025.9 437.0186 227 0
210040000 400206 624.8146 1463.901 118 0
210040000 400206 1579.407 1137.423 176 0
210040000 400206 1529.529 917.0313 147 0
210040000 400206 1239.653 133.2915 128 0
210040000 400206 1465.183 393.4402 109 0
210040000 400206 2482.351 585.0189 332 0
210040000 400206 1086.547 446.8286 106 0
210040000 400206 594.071 1513.721 106 0
210040000 400206 1124.874 371.0027 110 0
210040000 400206 2391.906 499.8014 318 0
210040000 400206 1400.3 227.64 128 0
210040000 400206 1225.679 388.4014 113 0
210040000 400206 709.5856 1179.436 111 0
210040000 400206 2126.667 424.1326 231.6536 0
210040000 400206 2550.303 581.2711 343 0
210040000 400206 1265.928 171.4473 125 0
210040000 400206 880.9565 1323.021 119 0
210040000 400206 2676.892 550.8784 369 0
210040000 400206 1694.804 958.9914 195 0
210040000 400206 2283.905 601.3614 281 0
210040000 400206 1148.154 893.8215 128 0
210040000 400206 1107.508 636.2514 142 0
210040000 400206 1273.757 292.4631 108 0
210040000 400206 2323.939 677.2012 351 0
210040000 400206 716.2085 785.7443 128 0

#Orichalcum
210040000 400208 734.146 2856.97 108 0
210040000 400208 499.4653 2536.777 143 0
210040000 400208 2369.712 2445.181 161 0
210040000 400208 2442.994 2505.905 147 0
210040000 400208 1752.327 2465.094 124 0
210040000 400208 634.243 2863.385 111 0
210040000 400208 1349.046 2320.216 148 0
210040000 400208 699.1194 2658.7 113 0
210040000 400208 261.1223 2670.149 110 0
210040000 400208 1430.689 2532.089 135 0
210040000 400208 2443.386 1667.277 149 0
210040000 400208 2374.514 1517.426 133 0
210040000 400208 2233.995 2103.354 136 0
210040000 400208 2400.348 2492.174 156 0
210040000 400208 2520.964 1587.163 142 0
210040000 400208 637.6313 2635.41 128 0
210040000 400208 2555.552 2701.397 137 0
210040000 400208 2817.031 1826.856 178 0
210040000 400208 2411.316 2803.461 154 0
210040000 400208 773.0243 2629.354 117 0
210040000 400208 2277.152 1818.661 155 0
210040000 400208 552.9288 577.4003 137 0
210040000 400208 2660.044 2284.836 136 0
210040000 400208 460.0464 2643.078 127 0
210040000 400208 2473.054 2020.769 138 0
210040000 400208 403.2231 694.7133 142 0
210040000 400208 445.1308 736.5308 142 0
210040000 400208 480.1404 290.1566 134 0
210040000 400208 1609.303 2374.514 128 0
210040000 400208 433.1363 2563.155 150 0
210040000 400208 516.875 583.3986 137 0
210040000 400208 2501.278 1426.925 141 0
210040000 400208 1594.078 2316.318 138 0
210040000 400208 134.8248 2767.623 124 0
210040000 400208 2276.765 1684.454 165 0
210040000 400208 432.9954 605.8052 132 0
210040000 400208 2362.813 1761.755 154 0
210040000 400208 254.5104 490.9313 160 0
210040000 400208 2564.206 1321.35 226 0
210040000 400208 707.8276 2843.299 126 0
210040000 400208 746.5531 2590.868 119 0
210040000 400208 817.2278 2664.028 125 0
210040000 400208 1490.884 2508.78 129 0
210040000 400208 2325.9 2523.447 141 0
210040000 400208 559.3644 678.9137 135 0
210040000 400208 342.8594 504.8 136 0
210040000 400208 355.2752 2740.724 110 0
210040000 400208 2676.924 1435.011 277 0
210040000 400208 856.3831 2619.583 141 0
210040000 400208 421.9989 2663.555 122 0
210040000 400208 109.6668 2500.141 132 0
210040000 400208 2780.315 1319.208 303 0
210040000 400208 242.3877 2900.625 108 0
210040000 400208 2208.512 1471.041 135 0
210040000 400208 498.8374 2782.929 111 0
210040000 400208 389.5493 273.3297 134 0
210040000 400208 2334.114 2002.094 128 0
210040000 400208 2153.434 1671.022 171 0
210040000 400208 613.2592 2483.272 140 0
210040000 400208 238.9897 623.5701 163 0
210040000 400208 2110.887 2518.909 140 0
210040000 400208 823.9557 2596.085 147 0
210040000 400208 1687.614 2576.857 112 0
210040000 400208 1376.747 2431.667 127 0
210040000 400208 2796.177 2405.448 153 0
210040000 400208 417.0488 2450.151 129 0
210040000 400208 1704.118 2403.211 132 0
210040000 400208 390.9853 2732.598 120 0
210040000 400208 2407.437 1451.728 136 0
210040000 400208 169.7188 2835.814 119 0
210040000 400208 2228.974 1790.071 191 0
210040000 400208 1473.104 2297.084 141 0
210040000 400208 349.53 288.5426 135 0
210040000 400208 2302.346 2536.895 139 0
210040000 400208 444.133 2650.413 123 0
210040000 400208 492.1143 2644.095 135.5684 0
210040000 400208 347.0466 468.4951 133 0
210040000 400208 399.6974 2547.095 141 0
210040000 400208 2672.311 1826.611 145 0
210040000 400208 625.3107 2563.318 127 0
210040000 400208 313.0425 441.2777 136 0
210040000 400208 724.1818 2707.541 124 0
210040000 400208 616.0314 2813.395 113 0
210040000 400208 133.2605 2476.158 129 0
210040000 400208 685.2786 2592.129 128 0
210040000 400208 147.0198 2455.057 130 0
210040000 400208 2433.931 2570.558 144 0
210040000 400208 259.0229 2722.351 116 0
210040000 400208 669.0302 2821.459 113 0
210040000 400208 2366.931 2246.504 145 0
210040000 400208 329.0346 656.8969 149 0
210040000 400208 1710.205 2608.69 118 0
210040000 400208 787.0955 2864.786 110 0
210040000 400208 2379.023 2066.514 146 0
210040000 400208 193.1911 2460.21 124 0
210040000 400208 2625.942 1674.833 144 0
210040000 400208 462.4923 309.6717 126 0
210040000 400208 208.7729 2851.014 114 0
210040000 400208 340.7009 2518.001 123 0
210040000 400208 2726.117 1834.889 165 0
210040000 400208 1596.378 2464.046 115 0
210040000 400208 2356.871 1356.533 194 0
210040000 400208 463.4995 674.639 137 0
210040000 400208 558.1151 2504.908 134 0
210040000 400208 723.095 2694.796 113 0
210040000 400208 643.946 2814.393 128 0
210040000 400208 354.1475 350.2555 134 0
210040000 400208 2302.997 1569.131 130.0508 0
210040000 400208 2610.825 1736.84 147 0
210040000 400208 2714.832 1693.221 211 0
210040000 400208 2642.961 1572.936 166 0
210040000 400208 2209.143 2312.508 131 0
210040000 400208 470.9414 2427.051 124 0
210040000 400208 480.161 2648.148 128 0
210040000 400208 591.8765 2741.192 130 0
210040000 400208 109.131 2673.216 123 0
210040000 400208 619.019 2719.256 129 0
210040000 400208 2179.557 2637.445 117 0
210040000 400208 434.6348 474.0186 135 0
210040000 400208 454.7811 2753.134 111 0
210040000 400208 2545.467 2795.481 143 0
210040000 400208 395.5464 2686.423 122 0
210040000 400208 108.8984 2586.981 131 0
210040000 400208 2826.577 1968.611 145 0
210040000 400208 277.1365 2842.352 110 0
210040000 400208 1417.942 2434.514 138 0
210040000 400208 2483.163 1278.926 213 0
210040000 400208 765.0743 2475.564 143 0
210040000 400208 2406.014 2532.521 146 0
210040000 400208 448.5515 2427.75 130 0
210040000 400208 2510.621 2097.037 152 0
210040000 400208 2581.65 2599.001 142 0
210040000 400208 681.0697 2513.385 126 0
210040000 400208 2227.905 2504.982 131 0
210040000 400208 501.0681 413.0025 128 0
210040000 400208 1529.694 2545.292 116 0
210040000 400208 110.7161 2538.342 130 0
210040000 400208 853.3677 2529.876 143 0
210040000 400208 415.0622 2508.86 124 0
210040000 400208 440.7141 2398.983 141 0
210040000 400208 2728.185 1261.057 311 0
210040000 400208 1558.21 2503.467 112 0
210040000 400208 3003.303 2111.317 165 0

#Aether Extraction

#Big Vortex 175p
210040000 401012 2412.229 424.365 440 0
210040000 401012 2638.816 415.8202 424 0
210040000 401012 2473.403 473.4556 447 0
210040000 401012 2582.842 451.4201 470 0
210040000 401012 2553.096 433.2134 435 0
210040000 401012 2416.76 280.8694 458 0
210040000 401012 2583.658 350.6528 418 0
210040000 401012 2559.856 277.9085 429 0
210040000 401012 2627.023 323.4069 464 0
210040000 401012 2383.152 339.7781 453 0

#Shining Vortex 200p
210040000 401013 2443.49 408.4813 484 0
210040000 401013 2444.196 334.0361 509 0
210040000 401013 2583.666 295.6516 566 0
210040000 401013 2520.46 368.16 473 0
210040000 401013 2505.009 257.512 497 0
210040000 401013 2515.57 463.2166 503 0
210040000 401013 2395.701 403.1939 547 0
210040000 401013 2649.439 375.3197 573 0
210040000 401013 2531.987 312.1978 560 0
210040000 401013 2478.845 303.3331 479 0
210040000 401013 2628.524 372.7617 491 0
210040000 401013 2514.597 332.6918 530 0
210040000 401013 2415.584 460.9936 521 0
210040000 401013 2587.269 410.5716 527 0
210040000 401013 2541.959 476.7386 553 0
210040000 401013 2420.099 393.8993 542 0
210040000 401013 2392.167 301.6644 514 0
210040000 401013 2659.117 438.851 578 0
210040000 401013 2507.604 418.5591 584 0
210040000 401013 2446.276 290.8535 536 0

#Shining Vortex 225p
210040000 401015 2456.205 452.6781 644 0
210040000 401015 2497.615 294.2108 601 0
210040000 401015 2622.507 436.228 626 0
210040000 401015 2430.739 360.7804 607 0
210040000 401015 2558.246 308.1693 633 0
210040000 401015 2608.543 463.8209 613 0
210040000 401015 2504.315 409.7968 590 0
210040000 401015 2545.67 398.6357 619 0
210040000 401015 2610.219 354.6045 596 0
210040000 401015 2404.559 362.686 638 0

#Shining Vortex 250p
210040000 401016 2403.392 440.5621 689 0
210040000 401016 2483.825 433.08 652 0
210040000 401016 2473.148 278.6773 661 0
210040000 401016 2522.171 392.8633 683 0
210040000 401016 2534.897 292.0829 667 0
210040000 401016 2558.179 465.8145 677 0
210040000 401016 2424.047 327.3115 655 0
210040000 401016 2463.427 407.3224 650 0
210040000 401016 2466.055 312.8975 646 0
210040000 401016 2635.34 353.5818 672 0

#Shining Vortex 275p
210040000 401017 1059.221 2786.884 140 0
210040000 401017 2491.378 350.5312 685 0
210040000 401017 1105.098 2853.963 162 0
210040000 401017 1037.62 2848.06 137 0
210040000 401017 952.1729 2846.664 147 0
210040000 401017 2496.529 404.628 692 0
210040000 401017 1053.66 2893.237 155 0
210040000 401017 2402.494 259.6833 673 0
210040000 401017 1116.872 2822.998 159 0
210040000 401017 2418.506 353.471 660 0
210040000 401017 990.0566 2902.969 152 0
210040000 401017 2559.636 523.2139 692 0
210040000 401017 2571.954 249.6798 680 0
210040000 401017 1002.569 2761.86 143 0
210040000 401017 2384.385 267.0064 695 0
210040000 401017 988.3188 2828.243 149 0
210040000 401017 2360.215 360.5423 667 0
210040000 401017 2365.426 410.1436 694 0
210040000 401017 2607.619 393.9695 688 0
210040000 401017 1068.605 2843.884 164 0

#Burning Vortex 300p
210040000 401018 1032.373 2920.598 193 0
210040000 401018 1002.74 2885.339 188 0
210040000 401018 941.223 2829.448 173 0
210040000 401018 1075.885 2818.946 196 0
210040000 401018 1060.881 2866.208 182 0
210040000 401018 1023.612 2850.698 167 0
210040000 401018 989.2361 2848.579 180 0
210040000 401018 1039.516 2797.629 177 0
210040000 401018 995.2378 2788.187 170 0
210040000 401018 967.1051 2790.813 185 0

#Burning Vortex 325p
210040000 401020 1108.745 2882.348 200 0
210040000 401020 969.0258 2754.529 210 0
210040000 401020 968.0424 2903.691 213 0
210040000 401020 1033.18 2769.842 203 0
210040000 401020 981.1555 2863.368 217 0
210040000 401020 1075.823 2879.129 197 0
210040000 401020 931.3254 2799.114 220 0
210040000 401020 1062.877 2928.202 225 0
210040000 401020 1054.767 2762.375 207 0
210040000 401020 1044.846 2873.127 222 0

#Burning Vortex 350p
210040000 401021 967.8113 2807.131 230 0
210040000 401021 968.6202 2863.347 245 0
210040000 401021 1031.545 2812.085 227 0
210040000 401021 1052.321 2853.343 233 0
210040000 401021 1020.237 2914.996 249 0
210040000 401021 1098.074 2788.661 255 0
210040000 401021 1004.302 2737.629 239 0
210040000 401021 1090.404 2844.684 252 0
210040000 401021 939.9419 2884.689 242 0
210040000 401021 943.61 2775.645 237 0

#Burning Vortex 375p
210040000 401022 1015.879 2777.511 264 0
210040000 401022 985.8727 2764.461 278 0
210040000 401022 1086.186 2910.274 270 0
210040000 401022 1084.514 2831.078 257 0
210040000 401022 1042.94 2744.559 285 0
210040000 401022 1008.384 2822.479 260 0
210040000 401022 1075.122 2754.671 267 0
210040000 401022 1051.706 2838.163 282 0
210040000 401022 986.2119 2928.986 272 0
210040000 401022 924.1332 2855.713 275 0
